Date,Demand,DayOfWeek,DayOfMonth,Month,Quarter,WeekOfYear,IsWeekend,Lag_1,Lag_7,Lag_14,Lag_28,Rolling_Mean_7,Rolling_Mean_14,Rolling_Mean_28,Demand_Change_1,Demand_Change_7,Short_Long_Ratio,Recent_Trend
2010-11-17,150,2,17,11,4,46,0,995.0,134.0,72.0,443.0,211.42857142857142,170.21428571428572,156.53571428571428,861.0,923.0,1.3420992972115167,54.89285714285714
2010-11-18,132,3,18,11,4,46,0,150.0,136.0,100.0,213.0,213.71428571428572,175.78571428571428,146.07142857142858,14.0,50.0,1.4531325886352597,67.64285714285714
2010-11-19,337,4,19,11,4,46,0,132.0,110.0,122.0,33.0,213.14285714285714,178.07142857142858,143.17857142857142,22.0,10.0,1.4783254892246718,69.96428571428572
2010-11-20,0,5,20,11,4,46,1,337.0,0.0,0.0,0.0,245.57142857142858,193.42857142857142,154.03571428571428,337.0,337.0,1.5839668279198342,91.5357142857143
2010-11-21,44,6,21,11,4,46,1,0.0,77.0,176.0,73.0,245.57142857142858,193.42857142857142,154.03571428571428,-77.0,-176.0,1.5839668279198342,91.5357142857143
2010-11-22,113,0,22,11,4,47,0,44.0,28.0,178.0,76.0,240.85714285714286,184.0,153.0,16.0,-134.0,1.5640074211502784,87.85714285714286
2010-11-23,97,1,23,11,4,47,0,113.0,995.0,255.0,104.0,253.0,179.35714285714286,154.32142857142858,-882.0,-142.0,1.6288802023453666,98.67857142857142
2010-11-24,239,2,24,11,4,47,0,97.0,150.0,134.0,195.0,124.71428571428571,168.07142857142858,154.07142857142858,-53.0,-37.0,0.8042376784891754,-29.357142857142875
2010-11-25,766,3,25,11,4,47,0,239.0,132.0,136.0,81.0,137.42857142857142,175.57142857142858,155.64285714285714,107.0,103.0,0.8773369813041495,-18.214285714285722
2010-11-26,56,4,26,11,4,47,0,766.0,337.0,110.0,152.0,228.0,220.57142857142858,180.10714285714286,429.0,656.0,1.2589232892920528,47.89285714285714
2010-11-27,0,5,27,11,4,47,1,56.0,0.0,0.0,0.0,187.85714285714286,216.71428571428572,176.67857142857142,56.0,56.0,1.0572864321608042,11.178571428571445
2010-11-28,36,6,28,11,4,47,1,0.0,44.0,77.0,5.0,187.85714285714286,216.71428571428572,176.67857142857142,-44.0,-77.0,1.0572864321608042,11.178571428571445
2010-11-29,594,0,29,11,4,48,0,36.0,113.0,28.0,108.0,186.71428571428572,213.78571428571428,177.78571428571428,-77.0,8.0,1.0443467838593687,8.928571428571445
2010-11-30,270,1,30,11,4,48,0,594.0,97.0,995.0,517.0,255.42857142857142,254.21428571428572,195.14285714285714,497.0,-401.0,1.302257829570284,60.28571428571428
2010-12-01,241,2,1,12,4,48,0,270.0,239.0,150.0,72.0,280.14285714285717,202.42857142857142,186.32142857142858,31.0,120.0,1.4955195424213537,93.82142857142858
2010-12-02,459,3,2,12,4,48,0,241.0,766.0,132.0,100.0,280.42857142857144,208.92857142857142,192.35714285714286,-525.0,109.0,1.4503140007388253,88.07142857142858
2010-12-03,254,4,3,12,4,48,0,459.0,56.0,337.0,122.0,236.57142857142858,232.28571428571428,205.17857142857142,403.0,122.0,1.1474103585657371,31.392857142857167
2010-12-04,0,5,4,12,4,48,1,254.0,0.0,0.0,0.0,264.85714285714283,226.35714285714286,209.89285714285714,254.0,254.0,1.2558848433530905,54.964285714285694
2010-12-05,21,6,5,12,4,48,1,0.0,36.0,44.0,176.0,264.85714285714283,226.35714285714286,209.89285714285714,-36.0,-44.0,1.2558848433530905,54.964285714285694
2010-12-06,141,0,6,12,4,49,0,21.0,594.0,113.0,178.0,262.7142857142857,224.71428571428572,204.35714285714286,-573.0,-92.0,1.279304347826087,58.35714285714286
2010-12-07,261,1,7,12,4,49,0,141.0,270.0,97.0,255.0,198.0,226.71428571428572,203.03571428571428,-129.0,44.0,0.9704183441274287,-5.035714285714278
2010-12-08,134,2,8,12,4,49,0,261.0,241.0,239.0,134.0,196.71428571428572,238.42857142857142,203.25,20.0,22.0,0.9631054380136388,-6.535714285714278
2010-12-09,77,3,9,12,4,49,0,134.0,459.0,766.0,136.0,181.42857142857142,230.92857142857142,203.25,-325.0,-632.0,0.8882671795768491,-21.821428571428584
